gender,education,house_val,age,online,customer_psy,marriage,child,occupation,mortgage,house_owner,region,car_prob,fam_income,name,email
M,Bach,734409,<=45,Y,B,Married,U,Professional,3High,Owner,Midwest,1,F,Roy Cuevas,Roy.Cuevas@mail.com
M,Bach,68670,<=45,Y,F,Single,U,Blue Collar,1Low,Owner,South,3,B,Samuel Thompson,Samuel.Thompson@mail.com
F,Bach,0,NaN,N,C,Married,U,Sales/Service,1Low,Owner,Midwest,8,E,Gladys Wallace,Gladys.Wallace@mail.com
M,Bach,460219,<=25,Y,C,,Y,Professional,2Med,Owner,Northeast,2,J,Kenneth Stone,Kenneth.Stone@mail.com
F,HS,145798,>65,Y,D,,N,Retired,1Low,Owner,South,5,B,Courtney Isaacs,Courtney.Isaacs@mail.com
F,Some College,497040,<=25,N,E,,Y,Professional,1Low,Renter,West,2,E,Phoebe Greenlee,Phoebe.Greenlee@mail.com
F,Bach,6743,NaN,Y,D,,N,Professional,1Low,Owner,South,3,B,Christi Axelson,Christi.Axelson@mail.com
M,Some College,0,<=35,N,G,Single,U,Others,1Low,Renter,South,9,B,James Bell,James.Bell@mail.com
M,<HS,51884,>65,N,F,,N,Retired,1Low,Owner,South,8,A,Larry Mcpherson,Larry.Mcpherson@mail.com
F,Some College,72150,<=55,N,I,Married,N,Sales/Service,1Low,Owner,South,8,B,Sophia Meyer,Sophia.Meyer@mail.com
F,Bach,232143,<=45,Y,D,,N,Professional,1Low,Owner,Midwest,1,F,Kathryn Lewis,Kathryn.Lewis@mail.com
M,Some College,319315,<=55,Y,C,Married,U,Professional,1Low,Owner,Midwest,1,H,Eric Weltha,Eric.Weltha@mail.com
F,HS,109364,<=55,N,G,,U,Sales/Service,1Low,Owner,West,5,C,Daisy Pritts,Daisy.Pritts@mail.com
F,HS,400204,<=25,Y,C,,Y,Professional,3High,Owner,Midwest,1,H,Sharon House,Sharon.House@mail.com
M,Grad,264216,<=25,Y,E,,N,Professional,3High,Owner,West,5,E,Jeffrey Jarvis,Jeffrey.Jarvis@mail.com
F,Some College,259311,<=55,Y,F,Married,Y,Professional,1Low,,South,8,B,Margot Williams,Margot.Williams@mail.com
M,HS,197061,<=45,Y,E,,N,Professional,1Low,Owner,South,5,F,Chris Gassoway,Chris.Gassoway@mail.com
F,<HS,54903,>65,N,H,,Y,Retired,1Low,Renter,West,4,C,Julia Caldwell,Julia.Caldwell@mail.com
F,Some College,178542,<=45,N,E,,Y,Sales/Service,2Med,Owner,Midwest,3,B,Elena Maldonado,Elena.Maldonado@mail.com
M,Some College,357193,<=55,N,E,Married,U,Sales/Service,2Med,Owner,West,2,D,Arthur Salinas,Arthur.Salinas@mail.com
F,Bach,333910,<=45,Y,B,Married,Y,Sales/Service,1Low,Owner,South,1,H,Zena Piechoski,Zena.Piechoski@mail.com
M,<HS,191618,NaN,Y,H,Married,N,Sales/Service,1Low,Owner,South,4,E,Alvin Hopkins,Alvin.Hopkins@mail.com
M,Some College,52156,<=25,Y,I,,N,Farm,1Low,Owner,South,2,E,James Dear,James.Dear@mail.com
M,Bach,328744,<=45,Y,E,Married,U,Sales/Service,3High,Owner,West,3,B,Vance Payne,Vance.Payne@mail.com
F,Some College,350217,NaN,Y,E,Married,N,Sales/Service,1Low,Owner,West,1,E,Margaret Carroll,Margaret.Carroll@mail.com
F,Bach,263235,>65,Y,D,Married,N,Professional,1Low,Owner,South,1,G,Barbara Murray,Barbara.Murray@mail.com
M,Grad,1250012,<=35,Y,C,Married,U,Sales/Service,1Low,Owner,South,1,H,David Gaffney,David.Gaffney@mail.com
M,Some College,176972,<=55,Y,F,Married,Y,Professional,1Low,Owner,South,6,G,Benjamin Hargraves,Benjamin.Hargraves@mail.com
M,Bach,431095,>65,Y,B,,N,Retired,1Low,Owner,South,1,G,Chad Witt,Chad.Witt@mail.com
U,<HS,46695,NaN,N,E,,Y,Blue Collar,1Low,,West,9,E,Sheree Goetzinger,Sheree.Goetzinger@mail.com
F,Some College,110613,<=45,Y,D,,N,Sales/Service,1Low,Owner,Northeast,4,E,Phyllis Zingler,Phyllis.Zingler@mail.com
M,HS,329289,<=55,Y,F,Married,Y,Sales/Service,2Med,Owner,South,2,E,Alvin Muniz,Alvin.Muniz@mail.com
F,Some College,0,>65,Y,H,,N,Retired,1Low,,Midwest,7,A,Marian Sellner,Marian.Sellner@mail.com
M,Bach,1377542,NaN,N,C,Single,U,Others,1Low,Owner,West,1,D,Claude Dziedzic,Claude.Dziedzic@mail.com
M,Grad,226343,NaN,Y,E,,Y,Sales/Service,1Low,Owner,South,1,F,Kristopher Richards,Kristopher.Richards@mail.com
F,Bach,0,>65,Y,E,Married,Y,Professional,1Low,Owner,West,4,A,Jean Salazar,Jean.Salazar@mail.com
F,Bach,207427,<=35,N,D,,Y,Professional,1Low,Owner,West,4,E,Roberta Ferreira,Roberta.Ferreira@mail.com
M,,190096,>65,Y,C,,Y,Retired,2Med,Owner,Northeast,1,F,Harry Bibler,Harry.Bibler@mail.com
F,Grad,0,<=35,Y,C,Married,Y,Blue Collar,1Low,Renter,South,2,G,Evelyn Jones,Evelyn.Jones@mail.com
F,HS,0,NaN,N,G,Single,U,Professional,1Low,Renter,West,9,F,Brenda Babcock,Brenda.Babcock@mail.com
F,Bach,66490,<=55,N,G,,N,Sales/Service,1Low,Owner,Midwest,4,D,Susie Michael,Susie.Michael@mail.com
M,Grad,0,>65,N,C,,Y,Retired,1Low,,Midwest,2,F,James Dunn,James.Dunn@mail.com
M,HS,106547,NaN,N,H,,N,Sales/Service,1Low,Owner,West,6,U,David Hoffman,David.Hoffman@mail.com
F,Some College,0,<=25,Y,H,Single,N,Sales/Service,1Low,Renter,South,6,B,Donna Armstrong,Donna.Armstrong@mail.com
F,HS,0,<=55,Y,U,Married,0,Blue Collar,1Low,,South,0,U,Connie Windom,Connie.Windom@mail.com
F,Bach,367286,<=35,Y,A,,U,Sales/Service,1Low,Renter,Midwest,3,E,Jacquelyn Myrick,Jacquelyn.Myrick@mail.com
M,<HS,0,<=65,N,J,Married,N,Sales/Service,1Low,Renter,South,9,E,Austin Ray,Austin.Ray@mail.com
M,Some College,290376,NaN,Y,C,Married,Y,Professional,2Med,Owner,West,1,E,Melvin Foutch,Melvin.Foutch@mail.com
M,Bach,245348,>65,Y,F,Married,U,Retired,1Low,Owner,Northeast,9,E,Kevin Ramirez,Kevin.Ramirez@mail.com
M,Bach,279335,<=45,N,C,Married,Y,Professional,2Med,Owner,South,1,F,Cameron Dettloff,Cameron.Dettloff@mail.com
M,HS,118570,NaN,Y,E,Married,U,Sales/Service,1Low,Owner,Northeast,3,K,Michael Ritz,Michael.Ritz@mail.com
F,HS,393544,>65,Y,E,,N,Retired,1Low,Renter,West,2,E,Veronica Lammers,Veronica.Lammers@mail.com
M,Some College,0,<=25,Y,H,,N,Blue Collar,1Low,Renter,Northeast,3,A,Samuel Vandekieft,Samuel.Vandekieft@mail.com
M,HS,0,NaN,N,E,Single,U,Sales/Service,1Low,Renter,West,9,E,John Haynes,John.Haynes@mail.com
M,HS,0,NaN,N,I,Single,U,Sales/Service,1Low,Renter,Midwest,9,D,Ian Diebold,Ian.Diebold@mail.com
M,<HS,0,NaN,Y,F,Married,U,Sales/Service,1Low,Renter,South,6,D,William Ritchie,William.Ritchie@mail.com
M,Bach,588218,<=45,Y,E,Married,Y,Sales/Service,3High,Owner,South,2,C,James Emmi,James.Emmi@mail.com
F,HS,158922,<=65,Y,B,Married,N,Blue Collar,1Low,Owner,Midwest,6,F,Shanta Barnett,Shanta.Barnett@mail.com
F,Some College,191698,<=45,Y,C,,Y,Professional,2Med,Owner,Midwest,3,E,Karen Stanford,Karen.Stanford@mail.com
M,Some College,86164,<=55,Y,F,Married,U,Professional,1Low,Owner,West,7,D,Edward Chambers,Edward.Chambers@mail.com
M,HS,356311,<=55,N,B,Married,U,Professional,1Low,Owner,West,6,F,Benjamin Queener,Benjamin.Queener@mail.com
U,<HS,116183,NaN,N,G,,Y,Sales/Service,1Low,Owner,West,1,D,Diane Schecter,Diane.Schecter@mail.com
F,HS,0,NaN,Y,G,,N,Sales/Service,1Low,Renter,Northeast,5,E,Nancy Sloan,Nancy.Sloan@mail.com
F,Some College,123200,<=25,N,J,Single,Y,Sales/Service,1Low,,West,8,F,Valerie Men,Valerie.Men@mail.com
F,HS,378876,NaN,N,A,Married,Y,Sales/Service,1Low,Renter,South,1,H,Laura Buckner,Laura.Buckner@mail.com
M,,409840,NaN,Y,C,,N,Sales/Service,3High,Owner,South,5,G,Timothy Hutchinson,Timothy.Hutchinson@mail.com
M,<HS,333540,<=45,Y,F,Married,N,Sales/Service,1Low,Owner,West,3,E,Brian Cola,Brian.Cola@mail.com
F,<HS,683920,NaN,N,G,Married,Y,Others,1Low,Renter,West,8,C,Maggie Hutchins,Maggie.Hutchins@mail.com
F,Grad,0,NaN,Y,E,,U,Sales/Service,1Low,,Northeast,6,D,Frances Wright,Frances.Wright@mail.com
M,Bach,486510,<=55,Y,C,Married,U,Professional,1Low,Owner,South,1,K,Joseph Pardo,Joseph.Pardo@mail.com
F,Some College,18846,<=25,Y,E,,Y,Blue Collar,1Low,Owner,South,6,E,Lacey Mehserle,Lacey.Mehserle@mail.com
F,<HS,47360,<=35,N,E,Married,Y,Sales/Service,1Low,Renter,Northeast,1,E,Virginia Beatty,Virginia.Beatty@mail.com
M,HS,89487,<=55,N,E,Single,Y,Professional,1Low,Owner,South,1,E,Damien Williams,Damien.Williams@mail.com
M,HS,0,<=55,Y,F,Single,Y,Blue Collar,1Low,Owner,Northeast,8,E,Kenneth Bradley,Kenneth.Bradley@mail.com
M,Grad,0,<=35,Y,A,Single,N,Professional,1Low,Owner,Midwest,1,F,Thomas Lee,Thomas.Lee@mail.com
F,Bach,97489,<=45,Y,I,Married,Y,Professional,1Low,Owner,South,7,E,Michele Eledge,Michele.Eledge@mail.com
F,HS,0,<=45,N,F,Married,Y,Blue Collar,1Low,Renter,Northeast,4,E,Michele Hoang,Michele.Hoang@mail.com
F,Some College,396607,<=45,Y,B,,N,Sales/Service,2Med,Owner,West,3,E,Tanisha Burgos,Tanisha.Burgos@mail.com
F,HS,233478,<=55,Y,C,,Y,Blue Collar,1Low,Owner,South,4,G,Susan Ochoa,Susan.Ochoa@mail.com
M,Some College,1275765,NaN,Y,B,Single,Y,Sales/Service,1Low,,Northeast,1,L,Dan Cravens,Dan.Cravens@mail.com
M,Grad,0,NaN,N,G,Single,Y,Professional,1Low,Renter,Midwest,2,G,Wayne Broome,Wayne.Broome@mail.com
U,<HS,381500,NaN,N,C,,Y,Sales/Service,3High,Owner,South,6,G,Tiffany Kresge,Tiffany.Kresge@mail.com
M,Some College,1764361,<=65,N,B,Married,N,Blue Collar,3High,Owner,West,1,I,Roger Reardon,Roger.Reardon@mail.com
M,<HS,0,>65,Y,I,Married,N,Retired,1Low,Renter,South,6,A,Jeffrey Houseworth,Jeffrey.Houseworth@mail.com
M,<HS,322650,NaN,N,F,Married,Y,Others,2Med,Owner,South,7,B,William Akers,William.Akers@mail.com
F,Bach,97440,<=45,Y,J,Married,N,Professional,1Low,Owner,Northeast,1,F,Ola Eley,Ola.Eley@mail.com
F,Grad,0,<=35,N,E,Single,Y,Sales/Service,1Low,Renter,South,9,E,Lynne Duggar,Lynne.Duggar@mail.com
F,Grad,186390,<=65,Y,B,Married,N,Professional,1Low,Owner,South,3,F,Maria Ovando,Maria.Ovando@mail.com
M,Bach,5241810,<=65,Y,B,Married,U,Professional,1Low,,West,5,L,Michael Perry,Michael.Perry@mail.com
M,Some College,220289,<=55,N,E,Married,Y,Blue Collar,1Low,Owner,Northeast,1,K,Marvin Ramos,Marvin.Ramos@mail.com
M,Some College,0,<=25,N,E,,U,Sales/Service,1Low,Renter,South,5,D,Robert Goeller,Robert.Goeller@mail.com
F,HS,0,NaN,Y,F,Married,U,Others,1Low,Owner,West,9,D,Lora Bozeman,Lora.Bozeman@mail.com
M,,74942,<=55,Y,F,,Y,Blue Collar,1Low,Renter,South,9,E,Manuel Wester,Manuel.Wester@mail.com
M,Bach,640920,<=55,Y,C,Married,Y,Professional,3High,Owner,West,1,L,Frederick Storms,Frederick.Storms@mail.com
F,Some College,211590,<=55,N,E,Married,Y,Professional,2Med,Owner,South,3,E,Cheryl Jackson,Cheryl.Jackson@mail.com
F,HS,73075,<=65,N,J,,N,Blue Collar,1Low,Owner,South,2,D,Ann Aubuchon,Ann.Aubuchon@mail.com
M,Some College,0,<=25,Y,E,Married,Y,Blue Collar,1Low,Renter,Northeast,3,E,Melvin Crutcher,Melvin.Crutcher@mail.com
F,Bach,343273,<=65,Y,B,,U,Professional,1Low,Owner,Northeast,1,L,Elizabeth Moore,Elizabeth.Moore@mail.com
M,HS,244879,>65,Y,D,Married,N,Retired,1Low,Owner,Northeast,1,F,Donald Walker,Donald.Walker@mail.com
M,Bach,0,<=35,N,I,,U,Blue Collar,1Low,Owner,Midwest,5,F,Carlos Mezick,Carlos.Mezick@mail.com
M,Some College,347437,<=45,Y,C,Married,Y,Professional,2Med,Owner,South,1,G,William Holcomb,William.Holcomb@mail.com
U,<HS,202720,NaN,N,G,Single,U,Blue Collar,1Low,Renter,West,9,C,Mary Ramsey,Mary.Ramsey@mail.com
U,Grad,158529,NaN,N,E,,Y,Professional,1Low,Owner,South,2,F,Martina Gonzales,Martina.Gonzales@mail.com
M,Some College,424555,<=55,Y,E,Married,U,Professional,1Low,Owner,South,1,G,Mervin Reed,Mervin.Reed@mail.com
M,HS,148937,NaN,Y,E,,Y,Blue Collar,1Low,Owner,South,2,F,Darrell Patnode,Darrell.Patnode@mail.com
F,HS,97680,<=25,Y,J,,Y,Sales/Service,1Low,Owner,Midwest,8,C,Greta Taylor,Greta.Taylor@mail.com
M,Bach,351416,NaN,N,E,Single,U,Sales/Service,1Low,Owner,Northeast,7,C,David Franklin,David.Franklin@mail.com
F,Grad,435215,<=55,Y,B,Married,U,Professional,1Low,Owner,West,1,F,Kathryn Rittinger,Kathryn.Rittinger@mail.com
M,Grad,0,<=55,Y,C,Married,Y,Professional,1Low,,South,3,E,Wade Ross,Wade.Ross@mail.com
M,Bach,819789,<=65,Y,B,Married,N,Professional,3High,Owner,South,1,H,Mack Blakely,Mack.Blakely@mail.com
M,Grad,0,<=35,Y,F,,U,Blue Collar,1Low,Owner,South,2,D,Thomas Murray,Thomas.Murray@mail.com
F,HS,0,NaN,Y,A,Married,Y,Sales/Service,1Low,Renter,South,9,B,Melody Ornelas,Melody.Ornelas@mail.com
M,Bach,422745,>65,Y,B,Married,N,Others,1Low,Owner,South,1,F,Steven Benesh,Steven.Benesh@mail.com
M,Grad,446116,<=65,Y,B,Married,N,Professional,1Low,Owner,South,3,F,Joseph Tram,Joseph.Tram@mail.com
F,Bach,0,NaN,N,E,,Y,Professional,1Low,,South,1,B,Karen Graham,Karen.Graham@mail.com
M,Some College,191556,<=25,Y,E,,U,Sales/Service,2Med,Owner,South,1,F,Byron Hensley,Byron.Hensley@mail.com
M,HS,100626,>65,Y,D,Married,N,Retired,1Low,Owner,Midwest,5,F,Jose Brown,Jose.Brown@mail.com
F,<HS,0,NaN,N,F,,Y,Blue Collar,1Low,,South,9,A,Gwendolyn Sims,Gwendolyn.Sims@mail.com
F,Some College,688618,NaN,N,B,Married,U,Sales/Service,1Low,Owner,Midwest,7,C,Doris Prater,Doris.Prater@mail.com
M,HS,1469995,<=25,Y,C,,Y,Sales/Service,1Low,Owner,West,1,K,Calvin Vue,Calvin.Vue@mail.com
M,Bach,490500,<=55,N,C,Married,U,Professional,3High,Owner,West,3,C,Alfonzo Jernigan,Alfonzo.Jernigan@mail.com
M,Some College,0,<=55,N,J,,Y,Professional,1Low,,South,5,C,Ian Cartright,Ian.Cartright@mail.com
M,Some College,330291,NaN,Y,E,,Y,Farm,1Low,Owner,Northeast,7,C,Juan Barretta,Juan.Barretta@mail.com
F,Some College,0,<=55,N,E,,Y,Others,1Low,,Northeast,7,B,Thu Fountain,Thu.Fountain@mail.com
F,HS,203263,<=55,Y,E,Married,U,Professional,1Low,Owner,South,2,F,Donna Fore,Donna.Fore@mail.com
F,Some College,0,<=35,N,G,Single,Y,Sales/Service,1Low,Renter,Northeast,9,A,Carma Brown,Carma.Brown@mail.com
M,<HS,65400,NaN,N,G,,Y,Blue Collar,1Low,Owner,South,7,C,Ulysses Jones,Ulysses.Jones@mail.com
M,Grad,94285,<=55,N,E,Married,Y,Sales/Service,1Low,Owner,Midwest,1,A,Henry Bain,Henry.Bain@mail.com
F,HS,233717,NaN,N,E,,U,Sales/Service,1Low,Owner,West,5,F,Rhonda Young,Rhonda.Young@mail.com
F,Some College,203230,<=25,N,E,Married,N,Sales/Service,1Low,,South,1,E,Lillian Brown,Lillian.Brown@mail.com
M,HS,127955,<=45,Y,F,,Y,Blue Collar,1Low,Owner,Midwest,4,E,Albert Nguyen,Albert.Nguyen@mail.com
F,Bach,253316,<=45,Y,E,,N,Sales/Service,2Med,Owner,West,2,B,Heather Torres,Heather.Torres@mail.com
M,Grad,399659,NaN,Y,C,,Y,Professional,1Low,Owner,South,1,K,Charles Boudreaux,Charles.Boudreaux@mail.com
M,Some College,196854,<=45,Y,E,Married,Y,Blue Collar,2Med,Owner,West,4,E,Robert Hester,Robert.Hester@mail.com
M,HS,23831,NaN,N,J,Married,N,Farm,1Low,Owner,South,3,D,Mark Amelung,Mark.Amelung@mail.com
M,HS,170312,<=55,Y,E,Married,U,Blue Collar,1Low,Owner,South,8,E,Harvey Lewis,Harvey.Lewis@mail.com
F,HS,317255,<=35,Y,A,,Y,Blue Collar,1Low,Owner,West,2,B,Margaret Duchene,Margaret.Duchene@mail.com
M,HS,149850,>65,N,D,Married,N,Retired,1Low,Owner,Midwest,3,D,Mario Barnhill,Mario.Barnhill@mail.com
F,HS,49442,<=55,Y,I,Married,Y,Sales/Service,1Low,Renter,South,2,C,Annie Hotchkiss,Annie.Hotchkiss@mail.com
M,Grad,344821,NaN,Y,D,,N,Professional,2Med,Owner,South,1,G,Daniel Smith,Daniel.Smith@mail.com
F,HS,202058,<=55,N,F,Married,U,Sales/Service,1Low,Renter,South,3,C,Anna Sok,Anna.Sok@mail.com
M,Bach,41877,<=65,Y,G,,N,Sales/Service,1Low,Renter,South,8,C,Jesus Ward,Jesus.Ward@mail.com
M,Bach,420260,<=55,N,C,,Y,Professional,1Low,Owner,South,4,K,Kenneth Laforest,Kenneth.Laforest@mail.com
U,HS,0,NaN,Y,A,,Y,Sales/Service,1Low,,South,7,B,Maria Faiella,Maria.Faiella@mail.com
F,Grad,0,<=55,Y,B,,N,Professional,1Low,Owner,Northeast,2,L,Johanna Davis,Johanna.Davis@mail.com
M,Grad,388870,<=45,Y,C,Married,Y,Others,1Low,Renter,South,1,F,Jonathan Zdenek,Jonathan.Zdenek@mail.com
M,Some College,0,<=55,N,E,Single,U,Sales/Service,1Low,Renter,West,4,C,Bradley Guercio,Bradley.Guercio@mail.com
F,Bach,0,NaN,Y,A,Single,N,Sales/Service,1Low,Renter,Northeast,2,A,Rosemary Hunter,Rosemary.Hunter@mail.com
M,Bach,236005,<=35,Y,C,Married,Y,Sales/Service,2Med,Owner,South,1,D,Joshua Salmons,Joshua.Salmons@mail.com
M,Bach,268281,<=55,N,E,,U,Professional,1Low,Owner,South,1,F,Christopher Rios,Christopher.Rios@mail.com
F,Bach,374687,<=55,Y,C,Married,Y,Professional,1Low,Owner,Northeast,3,I,Constance Tetreault,Constance.Tetreault@mail.com
F,HS,426626,<=35,N,C,Married,Y,Blue Collar,1Low,,South,3,G,Donna Pollak,Donna.Pollak@mail.com
M,Bach,161886,<=65,Y,F,Married,N,Professional,1Low,Owner,Northeast,1,I,Franklin Newman,Franklin.Newman@mail.com
F,Some College,167238,>65,Y,I,,N,Professional,1Low,Owner,Midwest,3,E,Anna Cunningham,Anna.Cunningham@mail.com
M,Some College,525325,<=25,Y,A,Single,N,Sales/Service,1Low,Renter,West,2,D,Sonny Loughlin,Sonny.Loughlin@mail.com
M,Grad,181615,<=55,Y,E,Married,Y,Professional,2Med,Owner,South,1,E,Terry Burrage,Terry.Burrage@mail.com
M,HS,136032,<=25,N,G,Single,N,Sales/Service,1Low,Renter,West,3,D,Drew Bernard,Drew.Bernard@mail.com
F,Some College,175533,<=35,Y,C,,Y,Sales/Service,2Med,Owner,Midwest,2,A,Dallas Wang,Dallas.Wang@mail.com
F,Some College,281547,<=35,Y,F,Married,Y,Sales/Service,1Low,Renter,Northeast,3,F,Jodee Poorman,Jodee.Poorman@mail.com
F,Some College,0,>65,Y,D,,N,Retired,1Low,Owner,West,3,H,Evelyn Newsham,Evelyn.Newsham@mail.com
F,Bach,0,NaN,N,U,Married,0,Professional,1Low,,Northeast,0,U,Leanne Shipe,Leanne.Shipe@mail.com
F,Grad,0,NaN,Y,G,,Y,Sales/Service,1Low,Renter,Midwest,7,C,Jennifer Heyer,Jennifer.Heyer@mail.com
F,Some College,60480,<=45,Y,J,Married,Y,Sales/Service,1Low,Owner,South,6,E,Isabel Glen,Isabel.Glen@mail.com
F,Grad,123671,<=35,N,I,,U,Sales/Service,2Med,Owner,South,3,D,Christie Jensen,Christie.Jensen@mail.com
M,Some College,40286,NaN,N,J,Single,U,Others,1Low,Owner,West,5,A,Jared Israel,Jared.Israel@mail.com
M,Bach,1748320,<=65,Y,B,,Y,Professional,1Low,Owner,South,1,F,David Mccoy,David.Mccoy@mail.com
F,Some College,552957,<=55,Y,G,Married,N,Professional,1Low,Renter,West,7,D,Grace Murph,Grace.Murph@mail.com
F,HS,0,<=25,Y,J,,N,Sales/Service,1Low,Owner,Midwest,3,F,Vera Simmons,Vera.Simmons@mail.com
M,HS,0,<=45,Y,J,,Y,Blue Collar,1Low,Owner,Midwest,5,B,David Golden,David.Golden@mail.com
M,Some College,301403,NaN,N,C,Married,Y,Sales/Service,3High,Owner,West,5,F,Kenneth Lloyd,Kenneth.Lloyd@mail.com
M,HS,0,<=55,Y,J,Married,U,Professional,1Low,Renter,Northeast,6,D,Daniel Paige,Daniel.Paige@mail.com
M,<HS,0,<=45,N,G,Married,Y,Blue Collar,1Low,Renter,West,8,E,William Hoover,William.Hoover@mail.com
M,Bach,0,<=55,N,F,Single,U,Sales/Service,1Low,Owner,Northeast,3,F,David Cole,David.Cole@mail.com
M,Bach,416412,<=45,Y,C,Married,Y,Blue Collar,1Low,Owner,Midwest,2,F,Harry Altman,Harry.Altman@mail.com
F,HS,397435,<=55,Y,B,Married,Y,Professional,1Low,Owner,Northeast,2,G,Eleanor Lowery,Eleanor.Lowery@mail.com
M,Some College,0,<=55,N,G,,U,Professional,1Low,Renter,South,3,D,Stanley Coats,Stanley.Coats@mail.com
M,Some College,150420,NaN,N,F,Married,Y,Sales/Service,2Med,Owner,West,8,F,Jim Wallace,Jim.Wallace@mail.com
F,Grad,209280,<=65,Y,B,Married,N,Professional,1Low,Owner,Northeast,2,D,Leigh Logan,Leigh.Logan@mail.com
M,Bach,566800,NaN,Y,C,,U,Professional,3High,Owner,West,2,I,Jonathan Crossman,Jonathan.Crossman@mail.com
M,,800692,NaN,N,C,,U,Others,1Low,Owner,Northeast,1,K,Christopher Mahraun,Christopher.Mahraun@mail.com
U,<HS,154082,>65,N,D,,N,Retired,1Low,Owner,South,1,C,Leesa Wooten,Leesa.Wooten@mail.com
M,HS,674317,<=65,Y,B,Single,N,Blue Collar,3High,Owner,West,2,F,Henry Dike,Henry.Dike@mail.com
F,HS,47735,NaN,N,I,,U,Sales/Service,1Low,Renter,Midwest,8,F,Suzanne Morgan,Suzanne.Morgan@mail.com
M,Some College,0,NaN,Y,E,,N,Farm,1Low,Owner,West,4,B,Bruce Aguiar,Bruce.Aguiar@mail.com
M,Bach,278277,<=65,N,F,Married,N,Professional,1Low,Owner,Northeast,2,D,Miguel Robinette,Miguel.Robinette@mail.com
F,,0,<=65,Y,E,,Y,Sales/Service,1Low,Owner,Northeast,2,D,Brigette Klock,Brigette.Klock@mail.com
M,HS,311173,<=45,Y,C,Married,U,Blue Collar,1Low,Owner,South,2,E,Winston Elwood,Winston.Elwood@mail.com
F,Grad,0,NaN,Y,H,,N,Professional,1Low,,Midwest,9,D,Rebecca Williams,Rebecca.Williams@mail.com
F,Grad,698472,<=35,N,C,,U,Professional,2Med,Owner,West,1,H,Freda Lloyd,Freda.Lloyd@mail.com
M,HS,364595,<=45,N,C,Married,Y,Sales/Service,3High,Owner,South,2,K,Robert Mcbride,Robert.Mcbride@mail.com
F,Bach,484548,<=35,Y,B,,N,Professional,1Low,Owner,Northeast,1,C,Eleanor Whitehead,Eleanor.Whitehead@mail.com
M,Some College,234731,<=25,Y,B,,Y,Blue Collar,2Med,Owner,Midwest,5,F,Joseph Przewozman,Joseph.Przewozman@mail.com
M,Grad,0,<=55,Y,C,Married,Y,Sales/Service,1Low,,West,1,E,Jerry Frazier,Jerry.Frazier@mail.com
F,,55500,NaN,Y,G,,Y,Others,1Low,Owner,Midwest,4,B,Alyson Baker,Alyson.Baker@mail.com
M,Some College,650403,<=65,Y,C,,Y,Professional,1Low,Owner,South,3,E,Robert Obrien,Robert.Obrien@mail.com
M,Bach,0,<=65,N,E,Married,Y,Sales/Service,1Low,Renter,South,7,G,Luis Zafar,Luis.Zafar@mail.com
M,Some College,0,<=65,Y,B,Married,U,Professional,1Low,Owner,Midwest,2,F,Shawn Klebanow,Shawn.Klebanow@mail.com
F,<HS,0,<=55,N,G,Single,U,Sales/Service,1Low,Owner,South,8,A,Joyce Fane,Joyce.Fane@mail.com
F,Bach,52384,<=35,Y,F,Married,U,Blue Collar,1Low,,South,7,E,Antonia Wymer,Antonia.Wymer@mail.com
F,Some College,0,>65,Y,J,,Y,Retired,1Low,Owner,Midwest,3,E,Agnes Cox,Agnes.Cox@mail.com
F,Some College,0,>65,Y,E,,N,Retired,1Low,Renter,Northeast,3,E,Jennifer Berrier,Jennifer.Berrier@mail.com
F,Grad,182367,<=65,N,E,Married,N,Professional,1Low,Owner,South,2,F,Stephany Navarrete,Stephany.Navarrete@mail.com
M,Some College,292992,<=55,N,A,Single,N,Sales/Service,1Low,Owner,South,1,E,Jason Addison,Jason.Addison@mail.com
M,Some College,124096,<=65,Y,I,Married,U,Professional,1Low,Owner,Northeast,3,B,David Hickman,David.Hickman@mail.com
M,Some College,492690,>65,Y,C,Married,Y,Retired,2Med,Owner,South,1,E,Joseph Drummond,Joseph.Drummond@mail.com
F,Grad,0,NaN,Y,G,Single,N,Sales/Service,1Low,,Northeast,9,F,Cortney Haag,Cortney.Haag@mail.com
F,HS,232824,<=55,Y,G,Married,Y,Blue Collar,1Low,Renter,West,8,A,Victoria Drake,Victoria.Drake@mail.com
M,HS,300022,<=55,Y,E,Married,Y,Blue Collar,1Low,Owner,South,4,F,Ronald Sharbono,Ronald.Sharbono@mail.com
M,,513136,NaN,Y,D,,N,Others,3High,Owner,Midwest,1,G,David Filley,David.Filley@mail.com
F,Some College,0,NaN,Y,I,,N,Sales/Service,1Low,Owner,Midwest,5,G,Gladys Noakes,Gladys.Noakes@mail.com
M,Grad,46946,<=55,Y,J,Married,Y,Professional,1Low,Owner,Midwest,3,E,Milton Vincent,Milton.Vincent@mail.com
M,Bach,162911,<=35,Y,B,,Y,Sales/Service,1Low,Owner,South,3,E,Branden Holland,Branden.Holland@mail.com
F,Some College,180320,<=35,Y,G,,Y,Sales/Service,1Low,Renter,West,3,E,Felicia Grissett,Felicia.Grissett@mail.com
F,Bach,149504,<=45,Y,B,Married,N,Sales/Service,1Low,Owner,Midwest,5,E,Heather Williams,Heather.Williams@mail.com
M,HS,320329,<=55,Y,B,Married,U,Professional,2Med,Owner,South,2,F,Kenneth Kelley,Kenneth.Kelley@mail.com
