purchased,gender,education,house_val,age,online,customer_psy,marriage,child,occupation,mortgage,house_owner,region,car_prob,fam_income,name,email
Y,M,Bach,612253,<=65,Y,B,Married,N,Professional,1Low,Owner,Midwest,1,H,John Crawford,John.Crawford@mail.com
N,F,Bach,0,<=45,N,A,Single,U,Professional,1Low,Renter,Midwest,2,F,Avelina Johnson,Avelina.Johnson@mail.com
N,F,Some College,230208,<=25,Y,E,,N,Sales/Service,1Low,Owner,South,3,F,Diane Lyons,Diane.Lyons@mail.com
Y,F,Grad,241326,<=55,N,C,Married,Y,Professional,1Low,,Midwest,1,F,Brenda Sanchez,Brenda.Sanchez@mail.com
N,M,HS,76736,<=65,N,F,,N,Sales/Service,1Low,Owner,Midwest,7,A,Randy Boesiger,Randy.Boesiger@mail.com
N,M,Some College,198162,<=55,Y,I,,N,Farm,1Low,Owner,South,6,C,Edgar Bishop,Edgar.Bishop@mail.com
Y,F,Some College,227196,<=45,Y,E,Married,Y,Sales/Service,2Med,Owner,South,1,G,Mary Raheja,Mary.Raheja@mail.com
N,M,Some College,203492,<=55,Y,C,Married,Y,Professional,2Med,Owner,Midwest,3,F,Henry Randazzo,Henry.Randazzo@mail.com
Y,M,Bach,473823,<=65,Y,B,Married,N,Professional,2Med,Owner,South,1,C,Wilson Wicker,Wilson.Wicker@mail.com
N,M,Grad,118330,NaN,Y,G,,N,Others,1Low,,Northeast,2,D,Kenneth Mcguire,Kenneth.Mcguire@mail.com
N,F,Some College,87385,<=55,Y,I,,N,Professional,1Low,Renter,West,5,E,Antonia Mock,Antonia.Mock@mail.com
Y,F,Some College,216855,<=55,Y,I,Married,N,Professional,1Low,Owner,Midwest,6,F,Denise Bagwell,Denise.Bagwell@mail.com
Y,M,Grad,2329875,<=55,Y,C,Married,Y,Professional,3High,Owner,Northeast,1,L,Calvin Fager,Calvin.Fager@mail.com
Y,M,Grad,0,<=65,N,A,Single,U,Retired,1Low,Renter,South,2,B,Terry Mcclellan,Terry.Mcclellan@mail.com
N,F,Grad,226393,<=65,Y,D,Single,N,Professional,1Low,,Midwest,1,C,Janette Eldridge,Janette.Eldridge@mail.com
Y,M,Some College,525772,<=45,Y,C,Married,Y,Blue Collar,3High,Owner,West,4,E,Michael Cotton,Michael.Cotton@mail.com
N,F,Some College,350707,<=55,Y,B,Married,U,Professional,2Med,Owner,Northeast,3,D,Anna Dunning,Anna.Dunning@mail.com
N,F,Bach,497476,<=55,Y,D,,N,Professional,1Low,Owner,West,2,E,Sheila Sexton,Sheila.Sexton@mail.com
N,F,HS,384377,<=65,N,A,Married,Y,Professional,1Low,Owner,South,8,I,Eileen Roundy,Eileen.Roundy@mail.com
Y,M,Some College,444942,<=45,Y,C,Married,Y,Professional,2Med,Owner,South,1,I,Andrew Pals,Andrew.Pals@mail.com
N,M,HS,0,<=65,Y,J,,N,Farm,1Low,Owner,South,8,D,Mike Watts,Mike.Watts@mail.com
N,F,Some College,297243,<=55,Y,B,Married,N,Professional,2Med,Owner,Midwest,1,H,Evelyn Gill,Evelyn.Gill@mail.com
Y,F,Grad,0,<=55,N,E,Single,N,Professional,1Low,,Midwest,5,E,Kathy Giorgi,Kathy.Giorgi@mail.com
Y,F,Grad,422483,<=35,Y,G,Single,U,Professional,1Low,Renter,West,6,D,Joshua Courson,Joshua.Courson@mail.com
Y,M,Some College,218021,<=25,Y,G,Married,Y,Sales/Service,1Low,,South,4,A,William Robinson,William.Robinson@mail.com
Y,M,Grad,562085,<=55,Y,C,Married,Y,Professional,3High,Owner,Northeast,1,J,Harold Little,Harold.Little@mail.com
N,F,Bach,342958,<=35,N,E,,Y,Sales/Service,1Low,Owner,South,1,C,Velma Whitley,Velma.Whitley@mail.com
Y,M,Bach,272947,<=45,Y,C,Married,Y,Sales/Service,1Low,Owner,West,2,F,Roy Murry,Roy.Murry@mail.com
N,F,<HS,0,<=35,Y,J,Married,U,Blue Collar,1Low,,Northeast,1,E,Nancy Carrasco,Nancy.Carrasco@mail.com
N,F,HS,0,NaN,Y,E,Married,U,Sales/Service,1Low,Owner,Midwest,7,E,Judy Morrow,Judy.Morrow@mail.com
N,M,Some College,146387,>65,N,J,,N,Retired,1Low,Owner,Midwest,8,C,Harold Dudgeon,Harold.Dudgeon@mail.com
Y,M,Some College,0,<=35,Y,B,Married,N,Others,1Low,Owner,West,2,H,Alejandro Penya,Alejandro.Penya@mail.com
Y,F,Some College,177168,<=65,N,C,,U,Professional,1Low,Owner,South,1,E,Amy Lempke,Amy.Lempke@mail.com
Y,M,Some College,123341,<=45,N,F,,N,Blue Collar,1Low,Renter,Midwest,3,C,David Johnson,David.Johnson@mail.com
Y,M,Grad,105294,<=35,N,C,,U,Professional,1Low,Owner,Northeast,2,D,Clifford Davis,Clifford.Davis@mail.com
N,M,Grad,0,NaN,N,G,Single,U,Sales/Service,1Low,Renter,South,9,A,John Licht,John.Licht@mail.com
N,F,HS,281901,NaN,Y,E,,Y,Sales/Service,1Low,Owner,Northeast,4,F,Susie Jones,Susie.Jones@mail.com
N,F,HS,214664,>65,N,D,Married,N,Retired,1Low,Owner,Midwest,2,G,Joyce Cardwell,Joyce.Cardwell@mail.com
Y,F,Bach,3894733,>65,N,D,Married,N,Professional,3High,Owner,West,1,G,Anna Johnson,Anna.Johnson@mail.com
N,F,Some College,570364,NaN,Y,C,,Y,Others,3High,Owner,West,1,E,Leigh Silva,Leigh.Silva@mail.com
Y,F,Bach,234350,<=55,Y,C,,Y,Sales/Service,2Med,Owner,South,1,F,Diane Sanchez,Diane.Sanchez@mail.com
N,F,Bach,132762,<=45,Y,F,Single,Y,Sales/Service,1Low,Owner,South,2,F,Mildred Bradford,Mildred.Bradford@mail.com
Y,M,Bach,502272,<=55,Y,B,,Y,Professional,3High,Owner,South,3,J,Claude Mclean,Claude.Mclean@mail.com
N,M,Some College,160393,<=35,N,I,,Y,Others,1Low,Owner,South,2,F,Kenneth Hardeman,Kenneth.Hardeman@mail.com
Y,M,HS,230980,<=55,N,D,,Y,Blue Collar,2Med,Owner,South,1,E,David Dooley,David.Dooley@mail.com
N,M,<HS,180052,<=45,Y,E,Married,Y,Blue Collar,1Low,Owner,South,8,A,Justin Warner,Justin.Warner@mail.com
Y,M,Grad,0,<=65,Y,A,Single,N,Professional,1Low,Renter,West,9,G,Charles Camacho,Charles.Camacho@mail.com
Y,M,Some College,273960,<=55,Y,B,,Y,Professional,1Low,Owner,South,2,I,Robert Williford,Robert.Williford@mail.com
N,F,HS,0,NaN,Y,E,Married,U,Professional,1Low,Owner,South,3,C,Dorothy Rice,Dorothy.Rice@mail.com
Y,M,Some College,326628,<=55,Y,B,Married,U,Professional,2Med,Owner,South,1,F,Jon Scott,Jon.Scott@mail.com
Y,M,Some College,182662,<=65,Y,B,Married,N,Retired,1Low,Owner,Midwest,2,H,Clarence Schreiner,Clarence.Schreiner@mail.com
Y,U,Bach,157505,NaN,N,G,,Y,Professional,1Low,Renter,South,9,A,Amber Graciano,Amber.Graciano@mail.com
N,F,Some College,128184,<=45,Y,F,Married,U,Blue Collar,1Low,Renter,Northeast,9,E,Julie Peppard,Julie.Peppard@mail.com
Y,M,Some College,348255,<=55,Y,F,Married,Y,Sales/Service,2Med,Owner,West,7,E,Micheal Harder,Micheal.Harder@mail.com
Y,M,Some College,150441,NaN,N,C,Married,Y,Sales/Service,1Low,Owner,South,1,E,Lynn Irvin,Lynn.Irvin@mail.com
Y,M,Bach,179784,<=45,N,C,Married,Y,Professional,2Med,Owner,South,1,F,Michael Kachmarsky,Michael.Kachmarsky@mail.com
N,M,Grad,227025,<=45,Y,D,Married,N,Professional,1Low,Owner,Midwest,3,E,Darrel Lary,Darrel.Lary@mail.com
N,M,<HS,0,<=45,Y,J,Married,Y,Sales/Service,1Low,,Midwest,5,E,Jon Coffee,Jon.Coffee@mail.com
Y,M,<HS,430438,>65,Y,E,,N,Retired,3High,Owner,West,8,I,Bruce Whitaker,Bruce.Whitaker@mail.com
N,M,HS,403103,<=65,Y,E,Married,N,Sales/Service,2Med,Owner,West,2,F,Archie Oppenheim,Archie.Oppenheim@mail.com
Y,M,Bach,312394,<=65,Y,C,Married,Y,Professional,3High,Owner,Midwest,1,I,Douglas Mead,Douglas.Mead@mail.com
Y,M,Some College,624624,<=55,N,E,Married,U,Blue Collar,3High,Owner,Northeast,1,I,Melvin Zubia,Melvin.Zubia@mail.com
N,M,Bach,454040,<=35,Y,E,Single,U,Sales/Service,1Low,Renter,Northeast,2,G,Franklyn Miller,Franklyn.Miller@mail.com
Y,M,Bach,198162,<=25,Y,J,Single,N,Sales/Service,2Med,Owner,Midwest,2,B,James Rowen,James.Rowen@mail.com
Y,M,Some College,106798,NaN,N,E,Single,N,Sales/Service,1Low,Owner,South,4,B,Mark Hughes,Mark.Hughes@mail.com
Y,F,Some College,987932,<=25,Y,C,,Y,Blue Collar,3High,Owner,West,2,H,Melissa Taylor,Melissa.Taylor@mail.com
N,F,Bach,146397,>65,Y,E,,U,Professional,1Low,Owner,Midwest,6,F,Susan Hembree,Susan.Hembree@mail.com
N,M,HS,124750,NaN,Y,F,,Y,Blue Collar,1Low,Owner,South,5,E,Gordon Johnston,Gordon.Johnston@mail.com
N,U,Some College,221488,NaN,Y,E,,Y,Sales/Service,2Med,Owner,West,2,F,Earlene Burns,Earlene.Burns@mail.com
N,M,HS,0,<=35,Y,J,,U,Blue Collar,1Low,Owner,West,6,E,Dwayne Derby,Dwayne.Derby@mail.com
Y,M,HS,153318,<=35,N,C,Married,U,Sales/Service,1Low,Renter,Northeast,2,D,Raymond Guimond,Raymond.Guimond@mail.com
N,M,Some College,258526,<=65,Y,E,Married,Y,Professional,1Low,Owner,Midwest,2,I,James Carter,James.Carter@mail.com
N,F,Some College,52358,<=55,N,I,Married,U,Blue Collar,1Low,Renter,Midwest,8,B,Tanya Moses,Tanya.Moses@mail.com
Y,F,Grad,745156,<=65,Y,B,Married,Y,Others,2Med,Owner,South,1,H,Katie Catalfamo,Katie.Catalfamo@mail.com
Y,M,Some College,446240,<=65,Y,B,Married,N,Others,3High,Owner,West,1,I,Abel Flora,Abel.Flora@mail.com
N,F,Bach,157069,>65,Y,D,,N,Retired,1Low,Owner,Midwest,1,E,Jillian Shafer,Jillian.Shafer@mail.com
N,M,HS,87091,<=55,N,F,Married,N,Blue Collar,1Low,Renter,Midwest,5,C,Christopher Friend,Christopher.Friend@mail.com
Y,M,Bach,293040,<=65,Y,B,Married,N,Professional,1Low,Owner,Midwest,3,F,Howard Bolek,Howard.Bolek@mail.com
N,F,HS,161766,>65,N,J,,N,Retired,1Low,Owner,Northeast,3,D,Jessica Davis,Jessica.Davis@mail.com
N,M,Grad,0,<=35,Y,B,,N,Professional,1Low,Renter,South,9,J,Gregory Gardner,Gregory.Gardner@mail.com
Y,F,Grad,294300,<=45,Y,C,Single,U,Professional,2Med,Owner,West,1,I,Joseph Averette,Joseph.Averette@mail.com
N,M,Grad,503471,<=55,Y,B,Married,Y,Professional,2Med,Owner,West,1,H,William Wood,William.Wood@mail.com
N,F,HS,0,<=45,N,G,,Y,Sales/Service,1Low,Renter,Midwest,8,C,Martha Oliver,Martha.Oliver@mail.com
N,F,Bach,0,NaN,N,A,,U,Professional,1Low,Renter,Midwest,3,E,Rosalyn Ables,Rosalyn.Ables@mail.com
Y,M,Bach,702875,<=45,Y,C,Married,Y,Professional,1Low,,West,6,L,David Semaan,David.Semaan@mail.com
Y,F,Some College,447118,<=25,Y,B,,U,Professional,3High,Owner,Midwest,3,H,Helen Varella,Helen.Varella@mail.com
Y,M,<HS,205683,<=35,Y,C,Single,Y,Blue Collar,2Med,Owner,Midwest,2,H,Leo Huggins,Leo.Huggins@mail.com
Y,M,Bach,1132292,<=45,Y,B,,Y,Professional,1Low,Renter,West,3,F,Daniel Taylor,Daniel.Taylor@mail.com
Y,U,Bach,0,NaN,Y,G,Single,N,Sales/Service,1Low,Renter,Northeast,9,E,Leah Lee,Leah.Lee@mail.com
N,F,HS,91711,<=45,N,I,,N,Blue Collar,1Low,Owner,South,2,E,Diana Edmunds,Diana.Edmunds@mail.com
Y,M,HS,107692,NaN,N,E,Married,U,Sales/Service,1Low,Owner,South,7,C,Dale Dixon,Dale.Dixon@mail.com
N,F,HS,2876346,<=55,Y,B,,Y,Professional,3High,Owner,West,1,J,Kathleen Dugas,Kathleen.Dugas@mail.com
N,U,HS,90252,NaN,Y,I,,N,Sales/Service,1Low,Owner,West,4,U,Lelia Berg,Lelia.Berg@mail.com
Y,M,Bach,509302,<=65,Y,I,,N,Professional,2Med,Owner,West,2,E,Lance Hargis,Lance.Hargis@mail.com
N,F,<HS,0,<=55,N,G,,Y,Sales/Service,1Low,Renter,Northeast,7,A,Branda Yokoyama,Branda.Yokoyama@mail.com
Y,M,HS,222641,<=65,N,F,,U,Professional,1Low,,Midwest,6,E,Marcus Coney,Marcus.Coney@mail.com
Y,M,Bach,108575,NaN,Y,G,Single,N,Blue Collar,1Low,Renter,South,9,D,Julian Booker,Julian.Booker@mail.com
Y,M,Some College,0,<=35,Y,F,Married,Y,Blue Collar,1Low,Owner,Midwest,2,E,Mark Vandenberge,Mark.Vandenberge@mail.com
Y,F,Grad,0,<=65,Y,I,,N,Sales/Service,1Low,,West,1,E,Bethany Roche,Bethany.Roche@mail.com
N,M,<HS,0,NaN,Y,E,,Y,Sales/Service,1Low,Renter,South,9,C,Marcus Hurlburt,Marcus.Hurlburt@mail.com
N,F,Bach,199371,<=65,N,F,,Y,Professional,1Low,Renter,West,6,F,Jodi Carr,Jodi.Carr@mail.com
N,M,Bach,0,>65,Y,G,,N,Sales/Service,1Low,Renter,West,9,G,Ismael Karaffa,Ismael.Karaffa@mail.com
N,M,<HS,450279,<=55,Y,E,Single,N,Blue Collar,2Med,Owner,Northeast,2,I,Nelson Smith,Nelson.Smith@mail.com
Y,M,Some College,183283,<=45,Y,C,Married,Y,Others,3High,Owner,West,2,E,Raymond Hammock,Raymond.Hammock@mail.com
Y,M,Bach,58751,<=65,N,G,,N,Blue Collar,1Low,,Midwest,3,C,Richard Shipp,Richard.Shipp@mail.com
N,F,HS,176253,<=65,N,F,Married,N,Professional,1Low,Owner,South,3,F,Celeste Cervantes,Celeste.Cervantes@mail.com
Y,M,Some College,0,<=45,Y,E,Single,U,Sales/Service,1Low,Renter,West,3,H,John Newman,John.Newman@mail.com
N,M,Some College,0,<=65,Y,A,Married,Y,Professional,1Low,,Midwest,5,H,Ralph Brown,Ralph.Brown@mail.com
N,F,Bach,307380,<=45,Y,C,Married,Y,Professional,2Med,Owner,Midwest,1,F,Kathryn Hernandez,Kathryn.Hernandez@mail.com
Y,F,<HS,292283,<=65,Y,F,,Y,Professional,1Low,Owner,Northeast,1,F,Roxanne Babcock,Roxanne.Babcock@mail.com
Y,M,Bach,309516,>65,Y,C,,Y,Retired,2Med,Owner,Midwest,3,G,Anthony Miland,Anthony.Miland@mail.com
Y,F,Some College,47524,<=45,Y,F,Married,Y,Sales/Service,1Low,Owner,Northeast,3,D,Zonia German,Zonia.German@mail.com
N,F,Bach,141120,<=45,N,E,,Y,Professional,1Low,Renter,South,8,E,Vivian Thompson,Vivian.Thompson@mail.com
Y,M,Some College,164808,<=45,Y,E,Married,Y,Blue Collar,2Med,Owner,West,4,D,Johnny Jones,Johnny.Jones@mail.com
N,F,Some College,291226,>65,N,E,,Y,Retired,1Low,Owner,South,1,F,Angela Wilhoite,Angela.Wilhoite@mail.com
Y,F,Grad,619937,<=45,Y,C,Married,Y,Professional,1Low,Owner,South,1,K,Johnie Dukes,Johnie.Dukes@mail.com
N,M,Some College,0,<=55,N,F,Married,Y,Blue Collar,1Low,Owner,Midwest,4,D,David Burr,David.Burr@mail.com
N,F,HS,191284,>65,Y,H,,N,Retired,1Low,Owner,South,3,E,Sigrid Joyce,Sigrid.Joyce@mail.com
N,M,Some College,0,<=25,N,G,Single,N,Blue Collar,1Low,Renter,South,8,A,Timothy Barnum,Timothy.Barnum@mail.com
N,M,<HS,8736,<=65,N,J,,N,Sales/Service,1Low,Renter,South,1,C,Seymour Barrett,Seymour.Barrett@mail.com
Y,U,HS,0,NaN,N,E,Single,U,Sales/Service,1Low,Renter,West,9,B,Clare Currie,Clare.Currie@mail.com
N,M,Some College,227810,>65,N,D,Married,N,Blue Collar,1Low,Owner,South,1,E,Russell Allen,Russell.Allen@mail.com
Y,M,HS,0,<=65,Y,A,Married,Y,Others,1Low,Renter,West,2,F,John Soffel,John.Soffel@mail.com
N,F,HS,36198,NaN,Y,F,,Y,Sales/Service,1Low,Renter,Midwest,3,F,Karen Harris,Karen.Harris@mail.com
Y,M,Some College,159932,<=55,Y,E,Married,Y,Professional,3High,Owner,South,2,A,James Winters,James.Winters@mail.com
Y,F,Some College,142261,<=65,Y,J,Married,U,Professional,1Low,Owner,West,1,F,Ellen Freel,Ellen.Freel@mail.com
Y,M,Some College,198690,<=55,Y,I,Single,N,Sales/Service,1Low,Owner,Northeast,1,E,Robert Kircher,Robert.Kircher@mail.com
Y,M,Bach,424200,<=45,Y,E,,U,Professional,1Low,Renter,Northeast,1,H,Paul Dorado,Paul.Dorado@mail.com
Y,M,Some College,147640,<=35,Y,I,,N,Sales/Service,1Low,Owner,South,6,E,Warren Jozwiak,Warren.Jozwiak@mail.com
Y,F,Bach,315781,<=55,Y,B,Married,Y,Sales/Service,1Low,Owner,West,1,J,Beth Kats,Beth.Kats@mail.com
Y,M,Grad,578899,<=55,Y,B,Married,Y,Professional,3High,Owner,Midwest,1,L,Peter Ostrzyeki,Peter.Ostrzyeki@mail.com
N,F,,0,<=45,Y,I,,U,Professional,1Low,Owner,West,4,E,Gena Anderson,Gena.Anderson@mail.com
N,F,Bach,126144,<=35,Y,C,,Y,Blue Collar,1Low,Owner,South,3,D,Wendy Hale,Wendy.Hale@mail.com
N,M,HS,94612,<=55,Y,J,Married,U,Blue Collar,1Low,Owner,South,6,E,Thomas Smiley,Thomas.Smiley@mail.com
N,F,Bach,337594,<=55,Y,B,Married,U,Professional,1Low,Owner,Midwest,2,F,Imogene Nygaard,Imogene.Nygaard@mail.com
Y,M,Bach,1234915,<=65,Y,B,Married,N,Professional,3High,Owner,West,1,J,Evan Brown,Evan.Brown@mail.com
Y,M,Some College,285362,>65,N,D,Married,N,Retired,1Low,Owner,South,1,F,Lane Juarez,Lane.Juarez@mail.com
N,M,<HS,0,NaN,Y,E,,N,Blue Collar,1Low,Renter,Midwest,9,C,Brendan Yap,Brendan.Yap@mail.com
N,M,Some College,186776,NaN,N,E,Married,Y,Others,1Low,Owner,South,1,E,Robt Larson,Robt.Larson@mail.com
Y,M,Bach,528650,<=45,Y,C,Married,Y,Professional,3High,Owner,West,2,H,Sean Nelson,Sean.Nelson@mail.com
N,M,Some College,41877,<=25,N,F,,N,Blue Collar,1Low,Owner,Midwest,7,E,Carlton Malchow,Carlton.Malchow@mail.com
Y,F,HS,527091,<=35,Y,C,,Y,Professional,2Med,Owner,West,1,K,Barbara Glasser,Barbara.Glasser@mail.com
Y,F,Some College,91560,<=55,Y,J,Married,Y,Professional,1Low,Owner,South,8,D,Mae Vallejo,Mae.Vallejo@mail.com
N,F,Some College,239037,<=25,Y,C,,Y,Sales/Service,1Low,Owner,Northeast,2,H,Naoma Melendez,Naoma.Melendez@mail.com
N,F,Grad,2935152,<=65,Y,B,Married,N,Professional,2Med,Owner,South,1,L,Elizabeth Knodel,Elizabeth.Knodel@mail.com
Y,M,Bach,468809,<=55,Y,B,Married,Y,Others,2Med,Owner,South,2,H,John Mccoy,John.Mccoy@mail.com
N,F,Bach,277165,<=45,Y,C,Married,Y,Professional,2Med,Owner,Midwest,1,H,Toni Shelton,Toni.Shelton@mail.com
Y,F,Some College,162192,<=35,N,E,Married,U,Professional,1Low,Owner,South,2,B,Tammi Hasse,Tammi.Hasse@mail.com
N,M,Some College,0,>65,Y,J,,Y,Retired,1Low,Owner,Northeast,5,A,Robert Hogue,Robert.Hogue@mail.com
Y,F,HS,111110,NaN,Y,E,Single,Y,Sales/Service,1Low,Renter,Northeast,7,E,Ira Alvarez,Ira.Alvarez@mail.com
Y,M,Grad,1458420,<=55,Y,B,Married,Y,Professional,1Low,Owner,Northeast,1,G,William Cook,William.Cook@mail.com
N,F,Some College,0,>65,Y,J,Married,N,Retired,1Low,Owner,Northeast,4,D,April Kipp,April.Kipp@mail.com
N,M,<HS,500767,NaN,Y,D,,N,Others,1Low,Owner,Northeast,2,A,Tyler Schneider,Tyler.Schneider@mail.com
N,M,HS,0,<=65,N,D,Married,N,Sales/Service,1Low,Owner,South,2,B,Richard Delnero,Richard.Delnero@mail.com
Y,M,Bach,106841,<=55,Y,F,,U,Professional,1Low,Owner,South,1,D,John Rivera,John.Rivera@mail.com
N,F,Some College,425694,<=65,Y,I,Married,Y,Professional,1Low,Renter,South,3,E,Stella Nicholes,Stella.Nicholes@mail.com
N,F,<HS,215040,NaN,Y,D,Married,N,Professional,1Low,Owner,South,2,A,Tracy Wang,Tracy.Wang@mail.com
Y,M,HS,783361,<=55,Y,C,Married,Y,Blue Collar,1Low,Owner,Northeast,1,L,John Allen,John.Allen@mail.com
Y,M,<HS,360136,<=55,Y,C,Married,U,Professional,1Low,Owner,South,1,F,Dennis Jaffe,Dennis.Jaffe@mail.com
N,M,HS,48199,>65,Y,D,Married,N,Retired,1Low,Owner,South,1,D,Jim Harding,Jim.Harding@mail.com
N,M,HS,43670,<=25,N,I,Single,N,Blue Collar,1Low,Renter,South,8,A,James Ottinger,James.Ottinger@mail.com
Y,F,Bach,261327,<=55,Y,B,,Y,Professional,1Low,Owner,South,1,F,Jane Vice,Jane.Vice@mail.com
N,F,Bach,551747,>65,Y,G,Married,N,Retired,1Low,Owner,South,1,A,Norma Smith,Norma.Smith@mail.com
N,F,HS,0,<=55,N,E,Married,U,Blue Collar,1Low,Renter,Northeast,5,D,Emily Honea,Emily.Honea@mail.com
Y,M,Some College,0,NaN,N,G,Single,U,Sales/Service,1Low,Renter,Midwest,9,G,Lester Baker,Lester.Baker@mail.com
N,F,HS,0,<=65,N,C,,Y,Retired,1Low,Owner,South,8,B,Lola Bellamy,Lola.Bellamy@mail.com
N,F,Grad,649585,<=55,Y,B,Married,N,Professional,3High,Owner,Northeast,1,J,Anna Butler,Anna.Butler@mail.com
N,M,Some College,0,NaN,Y,F,Single,U,Blue Collar,1Low,Owner,South,9,B,Bruce Madlock,Bruce.Madlock@mail.com
Y,M,Grad,216223,<=55,Y,B,Married,Y,Blue Collar,1Low,Owner,Midwest,4,E,Steven Meidl,Steven.Meidl@mail.com
N,M,Some College,0,<=45,Y,F,,Y,Blue Collar,1Low,Owner,West,7,C,John Sanders,John.Sanders@mail.com
N,F,Bach,361738,<=45,Y,E,Married,Y,Sales/Service,1Low,Owner,West,1,C,Laura Hayes,Laura.Hayes@mail.com
N,M,Some College,1444032,<=65,N,C,Married,U,Sales/Service,3High,Owner,West,1,K,Don Wilkerson,Don.Wilkerson@mail.com
Y,M,Grad,0,<=55,Y,G,Married,U,Blue Collar,1Low,Renter,West,1,B,Charles Gregory,Charles.Gregory@mail.com
Y,F,HS,216152,<=45,Y,I,Married,N,Blue Collar,1Low,Owner,South,8,D,Dorothy Cummings,Dorothy.Cummings@mail.com
N,M,Bach,133510,<=55,N,J,Married,N,Sales/Service,1Low,Owner,South,6,I,George Shelton,George.Shelton@mail.com
Y,M,Some College,113305,>65,Y,I,Married,N,Professional,1Low,Owner,Midwest,5,D,Francis Valasquez,Francis.Valasquez@mail.com
Y,M,Bach,400248,<=65,Y,B,Married,N,Professional,1Low,Owner,Northeast,1,I,Richard Smith,Richard.Smith@mail.com
N,F,<HS,158164,NaN,N,F,,Y,Others,1Low,Renter,South,6,E,Margaret Hammond,Margaret.Hammond@mail.com
Y,F,<HS,310914,<=55,Y,C,Married,Y,Blue Collar,3High,Owner,South,1,G,Danielle Womble,Danielle.Womble@mail.com
N,F,HS,122379,<=65,Y,F,Married,N,Sales/Service,1Low,Owner,Northeast,4,E,America Beaman,America.Beaman@mail.com
Y,M,Bach,722670,<=55,Y,C,Married,Y,Professional,3High,Owner,Midwest,1,I,Fred Ramirez,Fred.Ramirez@mail.com
Y,F,Some College,854451,<=55,Y,C,Married,U,Sales/Service,3High,Owner,West,1,G,Dorothy Kyle,Dorothy.Kyle@mail.com
Y,M,,0,NaN,Y,I,,U,Others,1Low,Owner,West,8,C,Stephen Evans,Stephen.Evans@mail.com
N,M,Some College,484886,<=25,Y,C,,Y,Others,3High,Owner,Midwest,1,G,Lucien Pegg,Lucien.Pegg@mail.com
N,M,Grad,651166,NaN,Y,B,,N,Professional,2Med,Owner,South,1,K,Terry Cawley,Terry.Cawley@mail.com
Y,M,Some College,0,<=55,N,E,Married,N,Blue Collar,1Low,Owner,Midwest,2,G,Kyle Cole,Kyle.Cole@mail.com
Y,M,Grad,0,<=45,Y,U,Married,0,Professional,3High,,South,0,U,David Karlin,David.Karlin@mail.com
Y,F,Bach,550450,<=35,Y,B,Married,Y,Professional,3High,Owner,Northeast,1,I,Dorothy Sharp,Dorothy.Sharp@mail.com
Y,M,Some College,142691,<=55,Y,E,,N,Professional,1Low,Owner,Northeast,4,E,Emil Henry,Emil.Henry@mail.com
N,F,Some College,108651,<=25,Y,F,,N,Blue Collar,1Low,Owner,Northeast,8,E,Nancy Dillon,Nancy.Dillon@mail.com
Y,M,,0,NaN,Y,A,Married,Y,Sales/Service,1Low,,Northeast,8,L,Bradley Mcmahan,Bradley.Mcmahan@mail.com
Y,M,,0,NaN,Y,U,,0,Others,1Low,,South,0,U,Christopher Thomas,Christopher.Thomas@mail.com
N,F,Bach,425100,<=55,Y,D,Married,N,Professional,1Low,Owner,West,1,F,Valery Delgado,Valery.Delgado@mail.com
Y,F,Some College,268957,NaN,Y,E,Married,Y,Sales/Service,3High,Owner,South,2,G,Kathryn Betts,Kathryn.Betts@mail.com
Y,M,Some College,1000000,<=45,Y,C,Married,Y,Professional,3High,Owner,West,2,J,Robert Shaw,Robert.Shaw@mail.com
N,M,Some College,147869,<=35,Y,E,,N,Blue Collar,1Low,Owner,Midwest,6,E,Phillip Robinson,Phillip.Robinson@mail.com
N,F,Some College,0,<=45,Y,A,,N,Others,1Low,Renter,Northeast,9,C,Gene Cusimano,Gene.Cusimano@mail.com
Y,M,Bach,204260,>65,Y,C,,Y,Professional,2Med,Owner,Midwest,1,E,Larry Moore,Larry.Moore@mail.com
N,F,Some College,621212,NaN,Y,B,,N,Professional,1Low,Owner,South,1,H,Wilma Depierre,Wilma.Depierre@mail.com
N,F,Grad,348156,<=45,N,C,Married,Y,Professional,1Low,Owner,South,1,H,Angela Gangler,Angela.Gangler@mail.com
N,F,Some College,154507,<=25,Y,E,,Y,Sales/Service,1Low,Owner,Midwest,5,L,Marie Ebeling,Marie.Ebeling@mail.com
Y,M,Some College,263200,<=25,N,F,Single,Y,Sales/Service,1Low,Renter,Northeast,5,D,Robert Alford,Robert.Alford@mail.com
Y,M,Some College,186782,<=25,Y,E,,U,Others,1Low,Owner,South,3,F,Clyde Perez,Clyde.Perez@mail.com
N,M,,491742,<=25,Y,C,,Y,Blue Collar,2Med,Owner,West,2,H,Keith Mccloud,Keith.Mccloud@mail.com
Y,M,Grad,701415,<=35,Y,A,,U,Professional,3High,Owner,Northeast,1,I,Lamar Dingle,Lamar.Dingle@mail.com
Y,M,Some College,234715,<=55,Y,C,,U,Sales/Service,2Med,Owner,South,2,G,Jimmie Luna,Jimmie.Luna@mail.com
Y,M,Some College,244596,<=45,Y,C,Married,Y,Sales/Service,2Med,Owner,South,2,F,Junior Morris,Junior.Morris@mail.com
N,F,Some College,243090,<=65,Y,F,Married,Y,Others,1Low,Owner,Northeast,4,C,Kelly Hankins,Kelly.Hankins@mail.com
